i	j	kin	ibd0	ibd1	ibd2
{"s":"NA18502"}	{"s":"NA19172"}	-1.4541e-03	1.0025e+00	8.2436e-04	-3.3203e-03
{"s":"NA18502"}	{"s":"NA19173"}	-2.0234e-02	1.0800e+00	-7.9048e-02	-9.4402e-04
{"s":"NA18502"}	{"s":"NA19192"}	-7.6775e-03	1.0240e+00	-1.7302e-02	-6.7038e-03
{"s":"NA18502"}	{"s":"NA19193"}	7.2475e-03	9.7382e-01	2.3363e-02	2.8133e-03
{"s":"NA18502"}	{"s":"NA19194"}	2.2974e-03	9.9755e-01	-4.2982e-03	6.7440e-03
{"s":"NA18502"}	{"s":"NA19200"}	1.0336e-02	9.6317e-01	3.2306e-02	4.5198e-03
{"s":"NA18502"}	{"s":"NA19201"}	3.5387e-02	8.6435e-01	1.2975e-01	5.8985e-03
{"s":"NA18502"}	{"s":"NA19202"}	2.8812e-02	8.8501e-01	1.1472e-01	2.6296e-04
{"s":"NA18502"}	{"s":"NA19203"}	-1.6055e-02	1.0687e+00	-7.3238e-02	4.5083e-03
{"s":"NA18502"}	{"s":"NA19204"}	-4.8067e-02	1.1911e+00	-1.8986e-01	-1.2018e-03
{"s":"NA18502"}	{"s":"NA19205"}	-4.2916e-02	1.1730e+00	-1.7432e-01	1.3308e-03
{"s":"NA18502"}	{"s":"NA19206"}	-9.5592e-03	1.0356e+00	-3.2919e-02	-2.6589e-03
{"s":"NA18502"}	{"s":"NA19207"}	-2.7149e-02	1.1129e+00	-1.1723e-01	4.3160e-03
{"s":"NA18502"}	{"s":"NA19208"}	-2.4146e-02	1.1004e+00	-1.0424e-01	3.8263e-03
{"s":"NA18502"}	{"s":"NA19209"}	-3.4318e-02	1.1437e+00	-1.5017e-01	6.4493e-03
{"s":"NA18502"}	{"s":"NA19210"}	-2.0994e-02	1.0849e+00	-8.5807e-02	9.1556e-04
{"s":"NA18502"}	{"s":"NA19211"}	-3.9209e-02	1.1630e+00	-1.6908e-01	6.1204e-03
{"s":"NA18502"}	{"s":"NA19221"}	-1.3577e-03	1.0083e+00	-1.1246e-02	2.9076e-03
{"s":"NA18502"}	{"s":"NA19222"}	9.3652e-03	9.6454e-01	3.3451e-02	2.0047e-03
{"s":"NA18502"}	{"s":"NA19223"}	-1.3314e-02	1.0551e+00	-5.6988e-02	1.8658e-03
{"s":"NA18502"}	{"s":"NA19238"}	-5.2770e-02	1.2173e+00	-2.2358e-01	6.2488e-03
{"s":"NA18502"}	{"s":"NA19239"}	-4.4607e-02	1.1841e+00	-1.8971e-01	5.6412e-03
{"s":"NA18502"}	{"s":"NA19240"}	-6.4187e-02	1.2656e+00	-2.7437e-01	8.8112e-03
{"s":"NA18503"}	{"s":"NA18504"}	2.3460e-01	1.7721e-01	7.8892e-01	3.3869e-02
{"s":"NA18503"}	{"s":"NA18505"}	2.4689e-01	1.1162e-02	9.9232e-01	-3.4801e-03
{"s":"NA18503"}	{"s":"NA18506"}	-1.0420e-02	1.0718e+00	-1.0195e-01	3.0133e-02
{"s":"NA18503"}	{"s":"NA18507"}	-8.2699e-03	1.0654e+00	-9.7657e-02	3.2289e-02
{"s":"NA18503"}	{"s":"NA18508"}	-7.8543e-03	1.0335e+00	-3.5675e-02	2.1292e-03
{"s":"NA18503"}	{"s":"NA18515"}	-6.5887e-03	1.0547e+00	-8.3000e-02	2.8322e-02
{"s":"NA18503"}	{"s":"NA18516"}	-8.6053e-03	1.0658e+00	-9.7159e-02	3.1369e-02
{"s":"NA18503"}	{"s":"NA18517"}	-8.3440e-05	1.0020e+00	-3.6630e-03	1.6646e-03
{"s":"NA18503"}	{"s":"NA18521"}	-2.0167e-02	1.1167e+00	-1.5282e-01	3.6077e-02
{"s":"NA18503"}	{"s":"NA18522"}	-1.3226e-02	1.0866e+00	-1.2038e-01	3.3737e-02
{"s":"NA18503"}	{"s":"NA18523"}	-2.0526e-02	1.0838e+00	-8.5453e-02	1.6753e-03
{"s":"NA18503"}	{"s":"NA18852"}	-9.1002e-03	1.0405e+00	-4.4502e-02	4.0507e-03
{"s":"NA18503"}	{"s":"NA18853"}	-9.6268e-03	1.0697e+00	-1.0098e-01	3.1234e-02
{"s":"NA18503"}	{"s":"NA18854"}	-1.2846e-02	1.0824e+00	-1.1341e-01	3.1013e-02
{"s":"NA18503"}	{"s":"NA18855"}	-4.2406e-04	1.0039e+00	-6.1127e-03	2.2082e-03
{"s":"NA18503"}	{"s":"NA18856"}	-1.0033e-02	1.0716e+00	-1.0297e-01	3.1421e-02
{"s":"NA18503"}	{"s":"NA18857"}	-8.3283e-03	1.0664e+00	-9.9582e-02	3.3134e-02
{"s":"NA18503"}	{"s":"NA18858"}	-2.0585e-02	1.0807e+00	-7.8993e-02	-1.6737e-03
{"s":"NA18503"}	{"s":"NA18859"}	-1.4042e-02	1.0891e+00	-1.2200e-01	3.2916e-02
{"s":"NA18503"}	{"s":"NA18860"}	-2.4067e-02	1.1287e+00	-1.6113e-01	3.2433e-02
{"s":"NA18503"}	{"s":"NA18861"}	-4.9475e-03	1.0237e+00	-2.7557e-02	3.8835e-03
{"s":"NA18503"}	{"s":"NA18862"}	-1.2617e-02	1.0803e+00	-1.1017e-01	2.9850e-02
{"s":"NA18503"}	{"s":"NA18863"}	-1.0949e-02	1.0761e+00	-1.0847e-01	3.2336e-02
{"s":"NA18503"}	{"s":"NA18870"}	-2.5725e-02	1.1034e+00	-1.0392e-01	5.1016e-04
{"s":"NA18503"}	{"s":"NA18871"}	-1.2777e-02	1.0786e+00	-1.0613e-01	2.7509e-02
{"s":"NA18503"}	{"s":"NA18872"}	-2.4944e-02	1.1371e+00	-1.7446e-01	3.7341e-02
{"s":"NA18503"}	{"s":"NA18912"}	-1.3478e-02	1.0562e+00	-5.8549e-02	2.3182e-03
{"s":"NA18503"}	{"s":"NA18913"}	-2.4733e-02	1.1316e+00	-1.6434e-01	3.2704e-02
{"s":"NA18503"}	{"s":"NA18914"}	-2.4831e-02	1.1280e+00	-1.5664e-01	2.8659e-02
{"s":"NA18503"}	{"s":"NA19092"}	8.8185e-03	9.9752e-01	-3.0317e-02	3.2795e-02
{"s":"NA18503"}	{"s":"NA19093"}	4.9868e-03	9.7631e-01	2.7429e-02	-3.7408e-03
{"s":"NA18503"}	{"s":"NA19094"}	1.4799e-02	9.4117e-01	5.8470e-02	3.6282e-04
{"s":"NA18503"}	{"s":"NA19098"}	-1.1740e-03	1.0307e+00	-5.6744e-02	2.6024e-02
{"s":"NA18503"}	{"s":"NA19099"}	-1.4985e-03	1.0085e+00	-1.1086e-02	2.5462e-03
{"s":"NA18503"}	{"s":"NA19100"}	-3.2450e-03	1.0143e+00	-1.5548e-02	1.2839e-03
{"s":"NA18503"}	{"s":"NA19101"}	1.4391e-02	9.7500e-01	-7.5533e-03	3.2558e-02
{"s":"NA18503"}	{"s":"NA19102"}	-1.0441e-02	1.0470e+00	-5.2200e-02	5.2169e-03
{"s":"NA18503"}	{"s":"NA19103"}	3.3171e-03	1.0203e+00	-5.3933e-02	3.3601e-02
{"s":"NA18503"}	{"s":"NA19116"}	-1.1898e-02	1.0465e+00	-4.5452e-02	-1.0694e-03
{"s":"NA18503"}	{"s":"NA19119"}	-1.4425e-02	1.0841e+00	-1.1048e-01	2.6391e-02
{"s":"NA18503"}	{"s":"NA19120"}	-1.5049e-02	1.0887e+00	-1.1723e-01	2.8518e-02
{"s":"NA18503"}	{"s":"NA19127"}	7.6341e-03	9.7012e-01	2.9216e-02	6.6024e-04
{"s":"NA18503"}	{"s":"NA19128"}	1.5690e-03	1.0253e+00	-5.6776e-02	3.1526e-02
{"s":"NA18503"}	{"s":"NA19129"}	4.7835e-03	9.8491e-01	1.1040e-02	4.0468e-03
{"s":"NA18503"}	{"s":"NA19130"}	-9.1526e-03	1.0706e+00	-1.0461e-01	3.4001e-02
{"s":"NA18503"}	{"s":"NA19131"}	-1.9052e-02	1.0817e+00	-8.7230e-02	5.5102e-03
{"s":"NA18503"}	{"s":"NA19132"}	-1.8285e-02	1.0745e+00	-7.5925e-02	1.3919e-03
{"s":"NA18503"}	{"s":"NA19137"}	-9.8931e-04	1.0034e+00	-2.8565e-03	-5.5036e-04
{"s":"NA18503"}	{"s":"NA19138"}	-4.9040e-03	1.0524e+00	-8.5138e-02	3.2761e-02
{"s":"NA18503"}	{"s":"NA19139"}	-3.6369e-03	1.0411e+00	-6.7705e-02	2.6579e-02
{"s":"NA18503"}	{"s":"NA19140"}	-1.0777e-02	1.0431e+00	-4.3107e-02	-6.3069e-07
{"s":"NA18503"}	{"s":"NA19141"}	1.2891e-03	1.0186e+00	-4.2269e-02	2.3713e-02
{"s":"NA18503"}	{"s":"NA19142"}	-8.9097e-03	1.0646e+00	-9.3509e-02	2.8935e-02
{"s":"NA18503"}	{"s":"NA19143"}	-1.1121e-02	1.0426e+00	-4.0764e-02	-1.8607e-03
{"s":"NA18503"}	{"s":"NA19144"}	-1.5073e-02	1.0900e+00	-1.1981e-01	2.9756e-02
{"s":"NA18503"}	{"s":"NA19145"}	-2.1050e-02	1.1197e+00	-1.5519e-01	3.5494e-02
{"s":"NA18503"}	{"s":"NA19152"}	-1.1300e-02	1.0478e+00	-5.0341e-02	2.5702e-03
{"s":"NA18503"}	{"s":"NA19153"}	-1.1126e-02	1.0758e+00	-1.0708e-01	3.1287e-02
{"s":"NA18503"}	{"s":"NA19154"}	-1.4168e-02	1.0875e+00	-1.1842e-01	3.0875e-02
{"s":"NA18503"}	{"s":"NA19159"}	-6.4878e-03	1.0346e+00	-4.3192e-02	8.6202e-03
{"s":"NA18503"}	{"s":"NA19160"}	-1.2902e-02	1.0757e+00	-9.9875e-02	2.4133e-02
{"s":"NA18503"}	{"s":"NA19161"}	-9.6261e-03	1.0695e+00	-1.0045e-01	3.0970e-02
{"s":"NA18503"}	{"s":"NA19171"}	-2.1467e-02	1.1158e+00	-1.4576e-01	2.9946e-02
{"s":"NA18503"}	{"s":"NA19172"}	-7.3414e-03	1.0297e+00	-2.9995e-02	3.1488e-04
{"s":"NA18503"}	{"s":"NA19173"}	-1.7085e-02	1.1006e+00	-1.3283e-01	3.2246e-02
{"s":"NA18503"}	{"s":"NA19192"}	-1.2830e-02	1.0824e+00	-1.1351e-01	3.1095e-02
{"s":"NA18503"}	{"s":"NA19193"}	-8.5385e-03	1.0361e+00	-3.8132e-02	1.9892e-03
{"s":"NA18503"}	{"s":"NA19194"}	-1.5213e-02	1.0885e+00	-1.1606e-01	2.7605e-02
{"s":"NA18503"}	{"s":"NA19200"}	-5.8197e-03	1.0572e+00	-9.1086e-02	3.3904e-02
{"s":"NA18503"}	{"s":"NA19201"}	3.1183e-04	9.9872e-01	1.3045e-03	-2.8568e-05
{"s":"NA18503"}	{"s":"NA19202"}	-4.9150e-03	1.0209e+00	-2.2072e-02	1.2060e-03
{"s":"NA18503"}	{"s":"NA19203"}	-1.8770e-02	1.1057e+00	-1.3631e-01	3.0613e-02
{"s":"NA18503"}	{"s":"NA19204"}	-2.4012e-02	1.1008e+00	-1.0553e-01	4.7415e-03
{"s":"NA18503"}	{"s":"NA19205"}	-2.7621e-02	1.1395e+00	-1.6850e-01	2.9007e-02
{"s":"NA18503"}	{"s":"NA19206"}	-1.3419e-02	1.0559e+00	-5.8055e-02	2.1891e-03
{"s":"NA18503"}	{"s":"NA19207"}	-1.6324e-02	1.0986e+00	-1.3186e-01	3.3283e-02
{"s":"NA18503"}	{"s":"NA19208"}	-2.1472e-02	1.1156e+00	-1.4523e-01	2.9672e-02
{"s":"NA18503"}	{"s":"NA19209"}	-1.2938e-02	1.0521e+00	-5.2356e-02	3.0187e-04
{"s":"NA18503"}	{"s":"NA19210"}	-1.4289e-02	1.0892e+00	-1.2127e-01	3.2059e-02
{"s":"NA18503"}	{"s":"NA19211"}	-1.8264e-02	1.1035e+00	-1.3401e-01	3.0475e-02
{"s":"NA18503"}	{"s":"NA19221"}	-1.3653e-02	1.0603e+00	-6.6008e-02	5.6977e-03
{"s":"NA18503"}	{"s":"NA19222"}	-7.2090e-03	1.0272e+00	-2.5556e-02	-1.6398e-03
{"s":"NA18503"}	{"s":"NA19223"}	-1.5458e-02	1.0912e+00	-1.2049e-01	2.9329e-02
{"s":"NA18503"}	{"s":"NA19238"}	-2.8661e-02	1.1213e+00	-1.2797e-01	6.6646e-03
{"s":"NA18503"}	{"s":"NA19239"}	-1.9453e-02	1.1074e+00	-1.3708e-01	2.9636e-02
{"s":"NA18503"}	{"s":"NA19240"}	-2.7031e-02	1.1130e+00	-1.1781e-01	4.8422e-03
{"s":"NA18504"}	{"s":"NA18505"}	-3.0024e-03	1.0145e+00	-1.6969e-02	2.4798e-03
{"s":"NA18504"}	{"s":"NA18506"}	-1.3355e-02	1.0881e+00	-1.2281e-01	3.4696e-02
{"s":"NA18504"}	{"s":"NA18507"}	-1.0517e-02	1.0718e+00	-1.0157e-01	2.9749e-02
{"s":"NA18504"}	{"s":"NA18508"}	-1.1026e-02	1.0458e+00	-4.7525e-02	1.7097e-03
{"s":"NA18504"}	{"s":"NA18515"}	-6.5727e-03	1.0601e+00	-9.3899e-02	3.3804e-02
{"s":"NA18504"}	{"s":"NA18516"}	-4.4556e-03	1.0481e+00	-7.8349e-02	3.0263e-02
{"s":"NA18504"}	{"s":"NA18517"}	-1.4874e-03	1.0061e+00	-6.3116e-03	1.8100e-04
{"s":"NA18504"}	{"s":"NA18521"}	-1.9171e-02	1.1109e+00	-1.4508e-01	3.4198e-02
{"s":"NA18504"}	{"s":"NA18522"}	-1.6279e-02	1.0942e+00	-1.2325e-01	2.9068e-02
{"s":"NA18504"}	{"s":"NA18523"}	-1.0165e-02	1.0385e+00	-3.6435e-02	-2.1120e-03
{"s":"NA18504"}	{"s":"NA18852"}	-7.0620e-03	1.0274e+00	-2.6545e-02	-8.5152e-04
{"s":"NA18504"}	{"s":"NA18853"}	-7.6148e-03	1.0615e+00	-9.2513e-02	3.1027e-02
{"s":"NA18504"}	{"s":"NA18854"}	-1.0235e-02	1.0726e+00	-1.0429e-01	3.1675e-02
{"s":"NA18504"}	{"s":"NA18855"}	-2.3553e-03	1.0130e+00	-1.6504e-02	3.5412e-03
{"s":"NA18504"}	{"s":"NA18856"}	-1.1581e-02	1.0839e+00	-1.2153e-01	3.7603e-02
{"s":"NA18504"}	{"s":"NA18857"}	-6.3280e-03	1.0577e+00	-9.0167e-02	3.2427e-02
{"s":"NA18504"}	{"s":"NA18858"}	-1.6749e-02	1.0660e+00	-6.4967e-02	-1.0140e-03
{"s":"NA18504"}	{"s":"NA18859"}	-1.5946e-02	1.0925e+00	-1.2114e-01	2.8680e-02
{"s":"NA18504"}	{"s":"NA18860"}	-2.4611e-02	1.1333e+00	-1.6818e-01	3.4869e-02
{"s":"NA18504"}	{"s":"NA18861"}	-4.7561e-03	1.0220e+00	-2.5008e-02	2.9918e-03
{"s":"NA18504"}	{"s":"NA18862"}	-8.6437e-03	1.0630e+00	-9.1364e-02	2.8394e-02
{"s":"NA18504"}	{"s":"NA18863"}	-1.0439e-02	1.0763e+00	-1.1080e-01	3.4521e-02
{"s":"NA18504"}	{"s":"NA18870"}	-1.8777e-02	1.0773e+00	-7.9501e-02	2.1970e-03
{"s":"NA18504"}	{"s":"NA18871"}	-1.2865e-02	1.0803e+00	-1.0918e-01	2.8860e-02
{"s":"NA18504"}	{"s":"NA18872"}	-2.3497e-02	1.1219e+00	-1.4983e-01	2.7921e-02
{"s":"NA18504"}	{"s":"NA18912"}	-1.4055e-02	1.0568e+00	-5.7414e-02	5.9753e-04
{"s":"NA18504"}	{"s":"NA18913"}	-1.5443e-02	1.0923e+00	-1.2276e-01	3.0493e-02
{"s":"NA18504"}	{"s":"NA18914"}	-1.8204e-02	1.1058e+00	-1.3877e-01	3.2980e-02
{"s":"NA18504"}	{"s":"NA19092"}	1.1421e-02	9.8289e-01	-1.1469e-02	2.8577e-02
{"s":"NA18504"}	{"s":"NA19093"}	1.2181e-02	9.5265e-01	4.5975e-02	1.3751e-03
{"s":"NA18504"}	{"s":"NA19094"}	1.9568e-02	9.1973e-01	8.2266e-02	-1.9967e-03
{"s":"NA18504"}	{"s":"NA19098"}	-3.9244e-03	1.0411e+00	-6.6416e-02	2.5359e-02
{"s":"NA18504"}	{"s":"NA19099"}	-3.0095e-03	1.0152e+00	-1.8399e-02	3.1805e-03
{"s":"NA18504"}	{"s":"NA19100"}	-3.4009e-03	1.0177e+00	-2.1872e-02	4.1343e-03
{"s":"NA18504"}	{"s":"NA19101"}	1.1536e-02	9.8632e-01	-1.8788e-02	3.2466e-02
{"s":"NA18504"}	{"s":"NA19102"}	-1.2190e-02	1.0514e+00	-5.4031e-02	2.6354e-03
{"s":"NA18504"}	{"s":"NA19103"}	6.6099e-04	1.0326e+00	-6.7914e-02	3.5279e-02
{"s":"NA18504"}	{"s":"NA19116"}	-1.3270e-02	1.0553e+00	-5.7535e-02	2.2274e-03
{"s":"NA18504"}	{"s":"NA19119"}	-9.3558e-03	1.0682e+00	-9.9026e-02	3.0801e-02
{"s":"NA18504"}	{"s":"NA19120"}	-1.4809e-02	1.0959e+00	-1.3263e-01	3.6696e-02
{"s":"NA18504"}	{"s":"NA19127"}	7.3385e-03	9.7199e-01	2.6658e-02	1.3480e-03
{"s":"NA18504"}	{"s":"NA19128"}	-3.8852e-04	1.0303e+00	-5.9078e-02	2.8762e-02
{"s":"NA18504"}	{"s":"NA19129"}	4.3980e-03	9.8102e-01	2.0375e-02	-1.3913e-03
{"s":"NA18504"}	{"s":"NA19130"}	-6.2049e-03	1.0543e+00	-8.3818e-02	2.9499e-02
{"s":"NA18504"}	{"s":"NA19131"}	-1.6774e-02	1.0670e+00	-6.6857e-02	-1.1904e-04
{"s":"NA18504"}	{"s":"NA19132"}	-1.4845e-02	1.0624e+00	-6.5408e-02	3.0138e-03
{"s":"NA18504"}	{"s":"NA19137"}	-4.1413e-04	1.0047e+00	-7.7271e-03	3.0353e-03
{"s":"NA18504"}	{"s":"NA19138"}	-2.4236e-03	1.0397e+00	-6.9616e-02	2.9961e-02
{"s":"NA18504"}	{"s":"NA19139"}	-2.5918e-03	1.0465e+00	-8.2593e-02	3.6113e-02
{"s":"NA18504"}	{"s":"NA19140"}	-6.9926e-03	1.0272e+00	-2.6429e-02	-7.7060e-04
{"s":"NA18504"}	{"s":"NA19141"}	5.4075e-03	1.0123e+00	-4.6232e-02	3.3931e-02
{"s":"NA18504"}	{"s":"NA19142"}	-4.8932e-03	1.0489e+00	-7.8320e-02	2.9374e-02
{"s":"NA18504"}	{"s":"NA19143"}	-6.2796e-03	1.0270e+00	-2.8823e-02	1.8522e-03
{"s":"NA18504"}	{"s":"NA19144"}	-1.1328e-02	1.0838e+00	-1.2227e-01	3.8478e-02
{"s":"NA18504"}	{"s":"NA19145"}	-1.2891e-02	1.0794e+00	-1.0728e-01	2.7859e-02
{"s":"NA18504"}	{"s":"NA19152"}	-4.6110e-03	1.0226e+00	-2.6811e-02	4.1838e-03
{"s":"NA18504"}	{"s":"NA19153"}	-1.0699e-02	1.0747e+00	-1.0657e-01	3.1885e-02
{"s":"NA18504"}	{"s":"NA19154"}	-1.1218e-02	1.0799e+00	-1.1499e-01	3.5057e-02
{"s":"NA18504"}	{"s":"NA19159"}	-8.4469e-03	1.0377e+00	-4.1624e-02	3.9181e-03
{"s":"NA18504"}	{"s":"NA19160"}	-1.0243e-02	1.0752e+00	-1.0934e-01	3.4184e-02
{"s":"NA18504"}	{"s":"NA19161"}	-1.4317e-02	1.0824e+00	-1.0747e-01	2.5101e-02
{"s":"NA18504"}	{"s":"NA19171"}	-1.4198e-02	1.0911e+00	-1.2550e-01	3.4353e-02
{"s":"NA18504"}	{"s":"NA19172"}	-4.0451e-03	1.0176e+00	-1.8939e-02	1.3794e-03
{"s":"NA18504"}	{"s":"NA19173"}	-1.2222e-02	1.0789e+00	-1.0901e-01	3.0062e-02
{"s":"NA18504"}	{"s":"NA19192"}	-9.6244e-03	1.0688e+00	-9.9138e-02	3.0320e-02
{"s":"NA18504"}	{"s":"NA19193"}	-1.2379e-02	1.0424e+00	-3.5368e-02	-7.0736e-03
{"s":"NA18504"}	{"s":"NA19194"}	-1.2054e-02	1.0776e+00	-1.0699e-01	2.9384e-02
{"s":"NA18504"}	{"s":"NA19200"}	-1.0113e-02	1.0692e+00	-9.7894e-02	2.8722e-02
{"s":"NA18504"}	{"s":"NA19201"}	-6.6665e-03	1.0279e+00	-2.9163e-02	1.2486e-03
{"s":"NA18504"}	{"s":"NA19202"}	-7.8230e-03	1.0319e+00	-3.2579e-02	6.4351e-04
{"s":"NA18504"}	{"s":"NA19203"}	-1.3640e-02	1.0878e+00	-1.2114e-01	3.3290e-02
{"s":"NA18504"}	{"s":"NA19204"}	-1.7394e-02	1.0709e+00	-7.2294e-02	1.3588e-03
{"s":"NA18504"}	{"s":"NA19205"}	-1.8164e-02	1.1058e+00	-1.3892e-01	3.3133e-02
{"s":"NA18504"}	{"s":"NA19206"}	-5.7594e-03	1.0283e+00	-3.3496e-02	5.2294e-03
{"s":"NA18504"}	{"s":"NA19207"}	-9.1289e-03	1.0690e+00	-1.0143e-01	3.2455e-02
{"s":"NA18504"}	{"s":"NA19208"}	-1.1988e-02	1.0843e+00	-1.2061e-01	3.6328e-02
{"s":"NA18504"}	{"s":"NA19209"}	-6.6299e-03	1.0259e+00	-2.5358e-02	-5.8093e-04
{"s":"NA18504"}	{"s":"NA19210"}	-7.9411e-03	1.0604e+00	-8.9020e-02	2.8628e-02
{"s":"NA18504"}	{"s":"NA19211"}	-1.0040e-02	1.0715e+00	-1.0294e-01	3.1389e-02
{"s":"NA18504"}	{"s":"NA19221"}	-1.3066e-02	1.0570e+00	-6.1809e-02	4.7725e-03
{"s":"NA18504"}	{"s":"NA19222"}	-7.4995e-03	1.0372e+00	-4.4337e-02	7.1696e-03
{"s":"NA18504"}	{"s":"NA19223"}	-1.0773e-02	1.0744e+00	-1.0570e-01	3.1303e-02
{"s":"NA18504"}	{"s":"NA19238"}	-1.6577e-02	1.0687e+00	-7.0995e-02	2.3429e-03
{"s":"NA18504"}	{"s":"NA19239"}	-6.8837e-03	1.0692e+00	-1.1082e-01	4.1644e-02
{"s":"NA18504"}	{"s":"NA19240"}	-1.3816e-02	1.0537e+00	-5.2059e-02	-1.6016e-03
{"s":"NA18505"}	{"s":"NA18506"}	-6.6538e-03	1.0288e+00	-3.1021e-02	2.2029e-03
{"s":"NA18505"}	{"s":"NA18507"}	-2.8354e-03	1.0102e+00	-8.9801e-03	-1.1808e-03
{"s":"NA18505"}	{"s":"NA18508"}	-4.0415e-03	1.0167e+00	-1.7295e-02	5.6459e-04
{"s":"NA18505"}	{"s":"NA18515"}	-7.3595e-03	1.0300e+00	-3.0525e-02	5.4368e-04
{"s":"NA18505"}	{"s":"NA18516"}	-7.8005e-03	1.0312e+00	-3.1291e-02	4.4354e-05
{"s":"NA18505"}	{"s":"NA18517"}	5.6944e-07	9.9719e-01	5.6254e-03	-2.8116e-03
{"s":"NA18505"}	{"s":"NA18521"}	-1.0985e-02	1.0446e+00	-4.5216e-02	6.3801e-04
{"s":"NA18505"}	{"s":"NA18522"}	-3.6424e-03	1.0181e+00	-2.1563e-02	3.4968e-03
{"s":"NA18505"}	{"s":"NA18523"}	-1.5794e-02	1.0584e+00	-5.3703e-02	-4.7359e-03
{"s":"NA18505"}	{"s":"NA18852"}	-3.2773e-03	1.0140e+00	-1.4955e-02	9.2292e-04
{"s":"NA18505"}	{"s":"NA18853"}	-5.5720e-03	1.0159e+00	-9.4417e-03	-6.4231e-03
{"s":"NA18505"}	{"s":"NA18854"}	-6.9390e-03	1.0285e+00	-2.9212e-02	7.2826e-04
{"s":"NA18505"}	{"s":"NA18855"}	1.7300e-03	9.9409e-01	4.9043e-03	1.0079e-03
{"s":"NA18505"}	{"s":"NA18856"}	-5.6920e-03	1.0239e+00	-2.4938e-02	1.0852e-03
{"s":"NA18505"}	{"s":"NA18857"}	-4.0578e-03	1.0133e+00	-1.0401e-02	-2.9152e-03
{"s":"NA18505"}	{"s":"NA18858"}	-1.4225e-02	1.0537e+00	-5.0486e-02	-3.2065e-03
{"s":"NA18505"}	{"s":"NA18859"}	-9.2059e-03	1.0358e+00	-3.4729e-02	-1.0474e-03
{"s":"NA18505"}	{"s":"NA18860"}	-1.3741e-02	1.0555e+00	-5.5948e-02	4.9183e-04
{"s":"NA18505"}	{"s":"NA18861"}	-1.4023e-03	1.0073e+00	-8.9392e-03	1.6651e-03
{"s":"NA18505"}	{"s":"NA18862"}	-9.8956e-03	1.0428e+00	-4.6073e-02	3.2456e-03
{"s":"NA18505"}	{"s":"NA18863"}	-8.1981e-03	1.0320e+00	-3.1282e-02	-7.5531e-04
{"s":"NA18505"}	{"s":"NA18870"}	-1.7319e-02	1.0725e+00	-7.5814e-02	3.2698e-03
{"s":"NA18505"}	{"s":"NA18871"}	-7.1681e-03	1.0251e+00	-2.1482e-02	-3.5954e-03
{"s":"NA18505"}	{"s":"NA18872"}	-1.6807e-02	1.0690e+00	-7.0786e-02	1.7795e-03
{"s":"NA18505"}	{"s":"NA18912"}	-7.2779e-03	1.0279e+00	-2.6734e-02	-1.1888e-03
{"s":"NA18505"}	{"s":"NA18913"}	-2.2462e-02	1.0964e+00	-1.0301e-01	6.5833e-03
{"s":"NA18505"}	{"s":"NA18914"}	-1.9836e-02	1.0791e+00	-7.8762e-02	-2.9132e-04
{"s":"NA18505"}	{"s":"NA19092"}	3.6027e-03	9.9024e-01	5.1021e-03	4.6543e-03
{"s":"NA18505"}	{"s":"NA19093"}	3.2243e-03	9.9030e-01	6.5118e-03	3.1926e-03
{"s":"NA18505"}	{"s":"NA19094"}	6.0362e-03	9.7569e-01	2.4483e-02	-1.6912e-04
{"s":"NA18505"}	{"s":"NA19098"}	-1.9336e-03	1.0080e+00	-8.3127e-03	2.8913e-04
{"s":"NA18505"}	{"s":"NA19099"}	2.7729e-03	9.8693e-01	1.5042e-02	-1.9751e-03
{"s":"NA18505"}	{"s":"NA19100"}	8.7665e-04	9.9850e-01	-5.1279e-04	2.0097e-03
{"s":"NA18505"}	{"s":"NA19101"}	1.0300e-02	9.6142e-01	3.5966e-02	2.6170e-03
{"s":"NA18505"}	{"s":"NA19102"}	-4.9241e-04	1.0015e+00	-9.3714e-04	-5.1624e-04
{"s":"NA18505"}	{"s":"NA19103"}	5.3950e-03	9.7981e-01	1.8790e-02	1.3949e-03
{"s":"NA18505"}	{"s":"NA19116"}	-3.8803e-03	1.0205e+00	-2.5524e-02	5.0014e-03
{"s":"NA18505"}	{"s":"NA19119"}	-8.0450e-03	1.0313e+00	-3.0486e-02	-8.4687e-04
{"s":"NA18505"}	{"s":"NA19120"}	-5.6180e-03	1.0280e+00	-3.3456e-02	5.4920e-03
{"s":"NA18505"}	{"s":"NA19127"}	3.9482e-03	9.8887e-01	6.4616e-03	4.6656e-03
{"s":"NA18505"}	{"s":"NA19128"}	-7.6753e-04	1.0038e+00	-4.4424e-03	6.8611e-04
{"s":"NA18505"}	{"s":"NA19129"}	1.5409e-03	9.9680e-01	2.4608e-04	2.9587e-03
{"s":"NA18505"}	{"s":"NA19130"}	-9.0264e-03	1.0383e+00	-4.0585e-02	2.2398e-03
{"s":"NA18505"}	{"s":"NA19131"}	-1.2391e-02	1.0526e+00	-5.5708e-02	3.0715e-03
{"s":"NA18505"}	{"s":"NA19132"}	-1.5233e-02	1.0639e+00	-6.6936e-02	3.0031e-03
{"s":"NA18505"}	{"s":"NA19137"}	-2.6030e-03	1.0108e+00	-1.1181e-02	3.8459e-04
{"s":"NA18505"}	{"s":"NA19138"}	-5.8784e-03	1.0276e+00	-3.1722e-02	4.1040e-03
